Player,Nation,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Position 1,Position 2
Youri Tielemans,BEL,Aston Villa,eng Premier League,26 years,18.0,41.0,20,17,18,6,16.0,40,40.0,24,23,3,20,15,56,9,0,Midfielder,Forward
Kieran Tierney,SCO,Real Sociedad,es La Liga,26 years,13.8,37.0,24,16,18,3,18.0,27,66.7,9,22,8,14,10,47,45,0,Defender,
Phillip Tietz,GER,Augsburg,de Bundesliga,26 years,26.5,23.0,14,7,13,3,6.0,15,40.0,9,17,3,14,6,29,35,0,Forward,
Steffen Tigges,GER,Köln,de Bundesliga,25 years,8.1,10.0,6,4,5,1,3.0,7,42.9,4,4,2,2,1,11,12,0,Forward,
Antonio Tikvić,CRO,Udinese,it Serie A,19 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Defender,
Jurriën Timber,NED,Arsenal,eng Premier League,22 years,0.8,2.0,2,1,1,0,0.0,0,,0,1,0,1,0,2,1,0,Defender,
Jean-Clair Todibo,FRA,Nice,fr Ligue 1,23 years,29.5,58.0,28,35,17,6,34.0,56,60.7,22,34,15,19,38,96,97,1,Defender,
Harry Toffolo,ENG,Nottingham Forest,eng Premier League,27 years,16.2,26.0,14,20,6,0,15.0,24,62.5,9,34,13,21,14,40,49,0,Defender,
Umut Tohumcu,GER,Hoffenheim,de Bundesliga,18 years,11.2,16.0,12,9,7,0,6.0,19,31.6,13,11,1,10,6,22,12,0,Midfielder,
Corentin Tolisso,FRA,Lyon,fr Ligue 1,28 years,19.3,33.0,21,13,11,9,14.0,33,42.4,19,26,9,17,10,43,18,0,Midfielder,
Jeremy Toljan,GER,Sassuolo,it Serie A,28 years,23.1,13.0,10,8,4,1,9.0,15,60.0,6,17,5,12,16,29,49,1,Defender,
Rafael Tolói,ITA,Atalanta,it Serie A,32 years,10.7,20.0,9,7,8,5,14.0,27,51.9,13,9,4,5,13,33,29,0,Defender,
Raúl de Tomás,ESP,Rayo Vallecano,es La Liga,28 years,14.1,9.0,5,4,3,2,3.0,6,50.0,3,3,0,3,1,10,8,0,Forward,
Tiago Tomás,POR,Wolfsburg,de Bundesliga,21 years,11.5,5.0,2,3,0,2,1.0,6,16.7,5,13,0,13,3,8,9,0,Forward,Midfielder
Takehiro Tomiyasu,JPN,Arsenal,eng Premier League,24 years,12.8,20.0,9,15,4,1,11.0,18,61.1,7,10,4,6,18,38,33,0,Defender,
James Tomkins,ENG,Crystal Palace,eng Premier League,34 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,1,1,0,0,Defender,
Fikayo Tomori,ENG,Milan,it Serie A,25 years,23.6,42.0,24,29,10,3,18.0,29,62.1,11,34,23,11,26,68,75,1,Defender,
Sandro Tonali,ITA,Newcastle Utd,eng Premier League,23 years,4.9,7.0,7,4,2,1,3.0,9,33.3,6,3,0,3,2,9,4,0,Midfielder,
Ivan Toney,ENG,Brentford,eng Premier League,27 years,16.1,15.0,5,2,7,6,6.0,14,42.9,8,5,1,4,10,25,18,0,Forward,
Pablo Torre,ESP,Girona,es La Liga,20 years,7.8,5.0,2,0,5,0,4.0,10,40.0,6,10,2,8,4,9,6,1,Midfielder,Forward
Raúl Torrente,ESP,Granada,es La Liga,21 years,13.9,29.0,16,20,9,0,17.0,22,77.3,5,16,10,6,11,40,68,2,Defender,
Ferrán Torres,ESP,Barcelona,es La Liga,23 years,13.5,9.0,6,1,6,2,5.0,16,31.3,11,7,1,6,5,14,6,0,Forward,
Óliver Torres,ESP,Sevilla,es La Liga,28 years,18.0,37.0,22,17,15,5,22.0,57,38.6,35,40,4,36,6,43,6,0,Midfielder,
Pau Torres,ESP,Aston Villa,eng Premier League,26 years,27.4,29.0,18,17,11,1,14.0,30,46.7,16,28,12,16,14,43,75,0,Defender,
Lucas Torró,ESP,Osasuna,es La Liga,29 years,19.9,25.0,15,11,8,6,11.0,28,39.3,17,10,2,8,33,58,37,0,Midfielder,
Fabio Torsiello,ITA,Darmstadt 98,de Bundesliga,18 years,1.7,1.0,0,1,0,0,1.0,8,12.5,7,1,0,1,1,2,1,0,Forward,Defender
Ahmed Touba,ALG,Lecce,it Serie A,25 years,3.1,6.0,4,3,3,0,3.0,4,75.0,1,4,3,1,7,13,20,0,Defender,
Abdoulaye Touré,GUI,Le Havre,fr Ligue 1,29 years,25.4,47.0,28,22,22,3,30.0,60,50.0,30,30,8,22,25,72,33,0,Midfielder,
Souleymane Touré,FRA,Lorient,fr Ligue 1,20 years,22.8,25.0,12,16,9,0,8.0,14,57.1,6,38,20,18,36,61,101,2,Defender,
Lucas Tousart,FRA,Union Berlin,de Bundesliga,26 years,17.5,35.0,20,14,17,4,17.0,37,45.9,20,32,9,23,25,60,41,0,Midfielder,
Andros Townsend,ENG,Luton Town,eng Premier League,32 years,13.4,21.0,13,11,2,8,13.0,27,48.1,14,12,0,12,5,26,10,0,Midfielder,Forward
James Trafford,ENG,Burnley,eng Premier League,20 years,28.0,2.0,1,2,0,0,2.0,2,100.0,0,0,0,0,1,3,18,1,Goalkeeper,
Adama Traoré,ESP,Fulham,eng Premier League,27 years,4.2,4.0,3,1,2,1,3.0,6,50.0,3,2,0,2,1,5,2,0,Forward,Midfielder
Bénie Traoré,CIV,Sheffield Utd,eng Premier League,20 years,4.3,4.0,2,1,2,1,0.0,4,0.0,4,4,1,3,1,5,1,0,Forward,Midfielder
Bénie Traoré,CIV,Nantes,fr Ligue 1,20 years,5.6,8.0,4,2,5,1,3.0,7,42.9,4,3,0,3,1,9,1,0,Forward,Midfielder
Bertrand Traoré,BFA,Aston Villa,eng Premier League,27 years,0.1,1.0,1,1,0,0,0.0,0,,0,0,0,0,0,1,1,0,Defender,Forward
Bertrand Traoré,BFA,Villarreal,es La Liga,27 years,6.3,5.0,4,2,1,2,1.0,4,25.0,3,6,0,6,1,6,2,0,Midfielder,
Boubacar Traoré,MLI,Wolves,eng Premier League,21 years,9.1,35.0,23,16,17,2,9.0,21,42.9,12,12,2,10,5,40,7,0,Midfielder,
Chaka Traorè,CIV,Milan,it Serie A,18 years,0.2,2.0,1,2,0,0,1.0,2,50.0,1,1,1,0,0,2,0,0,Forward,
Daouda Traoré,FRA,Nice,fr Ligue 1,17 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Hamari Traoré,MLI,Real Sociedad,es La Liga,31 years,25.5,44.0,19,24,17,3,25.0,43,58.1,18,27,8,19,24,68,59,2,Defender,
Ismaël Traoré,CIV,Metz,fr Ligue 1,36 years,24.7,19.0,12,13,6,0,8.0,21,38.1,13,33,20,13,30,49,86,0,Defender,
Omar Traoré,GER,Heidenheim,de Bundesliga,25 years,27.5,60.0,33,33,21,6,32.0,56,57.1,24,32,7,25,40,100,54,1,Defender,
Kevin Trapp,GER,Eintracht Frankfurt,de Bundesliga,33 years,32.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,1,1,9,1,Goalkeeper,
Mark Travers,IRL,Bournemouth,eng Premier League,24 years,4.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,2,0,Goalkeeper,
Óscar Trejo,ARG,Rayo Vallecano,es La Liga,35 years,15.3,27.0,15,11,9,7,13.0,21,61.9,8,21,1,20,5,32,9,0,Forward,Midfielder
Mike Trésor,BEL,Burnley,eng Premier League,24 years,4.7,10.0,6,9,1,0,8.0,18,44.4,10,5,0,5,1,11,1,0,Forward,Midfielder
Manu Trigueros,ESP,Villarreal,es La Liga,31 years,3.4,7.0,5,6,1,0,4.0,10,40.0,6,1,1,0,3,10,9,0,Midfielder,
Christopher Trimmel,AUT,Union Berlin,de Bundesliga,36 years,18.3,23.0,15,12,10,1,13.0,33,39.4,20,16,3,13,13,36,57,0,Defender,
Kieran Trippier,ENG,Newcastle Utd,eng Premier League,32 years,24.8,57.0,27,30,16,11,37.0,77,48.1,40,41,8,33,24,81,57,3,Defender,
Leandro Trossard,BEL,Arsenal,eng Premier League,28 years,18.3,27.0,16,8,9,10,9.0,25,36.0,16,27,1,26,8,35,6,0,Forward,Midfielder
Adrien Truffert,FRA,Rennes,fr Ligue 1,21 years,23.8,39.0,21,23,10,6,25.0,40,62.5,15,31,5,26,19,58,49,0,Defender,
Auston Trusty,USA,Sheffield Utd,eng Premier League,24 years,28.6,47.0,30,31,13,3,21.0,43,48.8,22,41,22,19,35,82,153,3,Defender,
Kostas Tsimikas,GRE,Liverpool,eng Premier League,27 years,7.5,19.0,13,9,6,4,9.0,15,60.0,6,9,1,8,6,25,10,0,Defender,
Viktor Tsyhankov,UKR,Girona,es La Liga,25 years,22.8,29.0,20,11,13,5,14.0,26,53.8,12,18,1,17,12,41,24,0,Midfielder,Forward
Stefano Turati,ITA,Frosinone,it Serie A,21 years,30.5,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,6,3,Goalkeeper,
Matt Turner,USA,Nottingham Forest,eng Premier League,29 years,17.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,8,4,Goalkeeper,
Beñat Turrientes,ESP,Real Sociedad,es La Liga,21 years,18.7,31.0,17,6,20,5,13.0,30,43.3,17,19,8,11,6,37,17,0,Midfielder,
Tuta,BRA,Eintracht Frankfurt,de Bundesliga,24 years,28.9,63.0,33,38,19,6,39.0,59,66.1,20,29,12,17,36,99,99,0,Defender,
Destiny Udogie,ITA,Tottenham,eng Premier League,20 years,26.6,68.0,33,41,16,11,27.0,49,55.1,22,27,8,19,37,105,80,5,Defender,
Matthieu Udol,FRA,Metz,fr Ligue 1,27 years,30.0,55.0,37,38,12,5,38.0,56,67.9,18,62,16,46,50,105,108,0,Defender,
Manuel Ugarte Ribeiro,URU,Paris S-G,fr Ligue 1,22 years,21.5,98.0,57,39,43,16,43.0,89,48.3,46,27,6,21,40,138,25,2,Midfielder,
Lesley Ugochukwu,FRA,Chelsea,eng Premier League,19 years,3.3,14.0,10,4,8,2,4.0,10,40.0,6,6,2,4,1,15,5,0,Midfielder,
Lukas Ullrich,GER,Gladbach,de Bundesliga,19 years,0.5,1.0,0,1,0,0,1.0,4,25.0,3,0,0,0,0,1,1,0,Defender,Forward
Sven Ulreich,GER,Bayern Munich,de Bundesliga,34 years,11.0,1.0,0,1,0,0,1.0,1,100.0,0,0,0,0,0,1,3,2,Goalkeeper,
Samuel Umtiti,FRA,Lille,fr Ligue 1,29 years,2.1,1.0,1,0,1,0,1.0,4,25.0,3,0,0,0,2,3,4,0,Defender,
Enes Ünal,TUR,Bournemouth,eng Premier League,26 years,3.6,6.0,4,2,3,1,2.0,5,40.0,3,4,2,2,1,7,6,0,Forward,Midfielder
Enes Ünal,TUR,Getafe,es La Liga,26 years,1.6,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,2,0,Forward,Midfielder
Deniz Undav,GER,Stuttgart,de Bundesliga,27 years,23.2,28.0,13,6,8,14,4.0,15,26.7,11,17,0,17,6,34,5,0,Forward,Midfielder
Dayot Upamecano,FRA,Bayern Munich,de Bundesliga,24 years,19.6,34.0,21,21,11,2,15.0,29,51.7,14,19,7,12,19,53,56,3,Defender,
Kacper Urbanski,POL,Bologna,it Serie A,18 years,10.3,16.0,10,5,10,1,6.0,13,46.2,7,15,1,14,4,20,14,0,Midfielder,Forward
Mark Uth,GER,Köln,de Bundesliga,31 years,4.1,8.0,4,2,3,3,4.0,12,33.3,8,6,0,6,1,9,2,0,Midfielder,Forward
Myrto Uzuni,ALB,Granada,es La Liga,28 years,27.2,18.0,14,8,7,3,6.0,27,22.2,21,19,3,16,4,22,7,0,Forward,
Josha Vagnoman,GER,Stuttgart,de Bundesliga,22 years,13.1,28.0,18,15,11,2,15.0,30,50.0,15,11,5,6,2,30,16,1,Defender,
Óscar Valentín,ESP,Rayo Vallecano,es La Liga,28 years,29.9,107.0,66,39,62,6,46.0,101,45.5,55,62,10,52,35,142,52,1,Midfielder,
Emanuele Valeri,ITA,Frosinone,it Serie A,24 years,13.1,19.0,16,10,5,4,10.0,21,47.6,11,14,3,11,9,28,22,0,Defender,
Martin Valjent,SVK,Mallorca,es La Liga,27 years,26.1,34.0,18,19,13,2,18.0,30,60.0,12,26,11,15,29,63,112,1,Defender,
Jesús Vallejo,ESP,Granada,es La Liga,26 years,1.2,3.0,1,1,2,0,2.0,2,100.0,0,3,2,1,0,3,1,1,Defender,
Álvaro Vallés,ESP,Las Palmas,es La Liga,26 years,36.3,3.0,2,3,0,0,3.0,8,37.5,5,0,0,0,0,3,40,1,Goalkeeper,
Federico Valverde,URU,Real Madrid,es La Liga,25 years,32.3,47.0,34,22,13,12,24.0,42,57.1,18,39,2,37,43,90,40,0,Midfielder,
Kévin Van Den Kerkhof,ALG,Metz,fr Ligue 1,27 years,21.3,31.0,24,11,13,7,13.0,32,40.6,19,15,2,13,11,42,32,1,Forward,Midfielder
Siebe Van Der Heyden,BEL,Mallorca,es La Liga,25 years,3.2,9.0,2,7,2,0,4.0,6,66.7,2,1,1,0,7,16,12,0,Defender,
Virgil van Dijk,NED,Liverpool,eng Premier League,32 years,35.3,40.0,23,24,13,3,12.0,14,85.7,2,47,34,13,39,79,144,0,Defender,
Vanderson,BRA,Monaco,fr Ligue 1,22 years,18.2,60.0,41,20,30,10,32.0,70,45.7,38,29,2,27,35,95,37,1,Defender,
Raphaël Varane,FRA,Manchester Utd,eng Premier League,30 years,15.3,18.0,11,10,7,1,10.0,14,71.4,4,23,18,5,15,33,88,0,Defender,
Ruben Vargas,SUI,Augsburg,de Bundesliga,24 years,21.8,23.0,10,6,10,7,10.0,25,40.0,15,19,4,15,7,30,17,0,Midfielder,Forward
Johan Vásquez,MEX,Genoa,it Serie A,24 years,31.7,51.0,33,38,11,2,32.0,50,64.0,18,50,26,24,45,96,113,0,Defender,
José Luis García Vayá,ESP,Valencia,es La Liga,24 years,36.7,78.0,53,36,36,6,37.0,71,52.1,34,41,10,31,49,127,71,0,Midfielder,
Borja Vázquez,ESP,Cádiz,es La Liga,18 years,0.0,1.0,0,1,0,0,1.0,1,100.0,0,0,0,0,0,1,1,0,Forward,
Jesus Vazquez,ESP,Valencia,es La Liga,20 years,8.0,24.0,12,13,8,3,10.0,16,62.5,6,17,4,13,3,27,24,0,Defender,Midfielder
Kevin Vázquez,ESP,Celta Vigo,es La Liga,30 years,7.8,15.0,13,7,7,1,12.0,21,57.1,9,11,3,8,5,20,25,0,Defender,
Lucas Vázquez,ESP,Real Madrid,es La Liga,32 years,15.8,37.0,25,22,14,1,18.0,25,72.0,7,27,5,22,12,49,36,0,Defender,
Matías Vecino,URU,Lazio,it Serie A,31 years,12.8,32.0,17,12,20,0,20.0,31,64.5,11,17,5,12,12,44,21,0,Midfielder,
Gabriel Veiga,ESP,Celta Vigo,es La Liga,21 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Alejo Véliz,ARG,Tottenham,eng Premier League,19 years,0.6,1.0,0,1,0,0,0.0,0,,0,0,0,0,0,1,0,0,Forward,
Alejo Véliz,ARG,Sevilla,es La Liga,19 years,0.4,1.0,0,0,1,0,1.0,2,50.0,1,0,0,0,0,1,1,0,Forward,
Miloš Veljković,SRB,Werder Bremen,de Bundesliga,27 years,21.3,31.0,15,17,13,1,16.0,31,51.6,15,31,20,11,17,48,57,0,Defender,
Joël Veltman,NED,Brighton,eng Premier League,31 years,17.6,54.0,41,32,17,5,39.0,58,67.2,19,17,7,10,18,72,57,1,Defender,
Micky van de Ven,NED,Tottenham,eng Premier League,22 years,26.0,49.0,35,34,12,3,24.0,33,72.7,9,25,15,10,18,67,78,1,Defender,
Lorenzo Venuti,ITA,Lecce,it Serie A,28 years,4.0,6.0,4,5,1,0,6.0,10,60.0,4,4,3,1,5,11,14,0,Defender,
Bart Verbruggen,NED,Brighton,eng Premier League,20 years,21.0,1.0,1,1,0,0,1.0,2,50.0,1,0,0,0,0,1,11,3,Goalkeeper,
Simone Verdi,ITA,Torino,it Serie A,31 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Jordan Veretout,FRA,Marseille,fr Ligue 1,30 years,24.3,38.0,22,19,13,6,18.0,39,46.2,21,20,4,16,13,51,25,0,Midfielder,
Arthur Vermeeren,BEL,Atlético Madrid,es La Liga,18 years,1.8,1.0,0,0,1,0,0.0,1,0.0,1,5,0,5,6,7,2,0,Midfielder,
Yorbe Vertessen,BEL,Union Berlin,de Bundesliga,22 years,6.6,3.0,2,0,3,0,1.0,4,25.0,3,8,0,8,1,4,3,0,Forward,Midfielder
Mikel Vesga,ESP,Athletic Club,es La Liga,30 years,17.0,40.0,20,11,23,6,19.0,49,38.8,30,19,7,12,32,72,35,1,Midfielder,
Guglielmo Vicario,ITA,Tottenham,eng Premier League,26 years,38.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,1,1,31,2,Goalkeeper,
Carlos Vicente,ESP,Alavés,es La Liga,24 years,12.4,16.0,6,7,7,2,10.0,25,40.0,15,4,0,4,4,20,9,0,Forward,
Nacho Vidal,ESP,Osasuna,es La Liga,28 years,1.1,5.0,4,2,2,1,2.0,5,40.0,3,2,0,2,0,5,6,0,Defender,Forward
Nacho Vidal,ESP,Mallorca,es La Liga,28 years,4.6,12.0,5,4,5,3,6.0,13,46.2,7,5,2,3,3,15,9,0,Defender,
Fabio Vieira,POR,Arsenal,eng Premier League,23 years,3.3,3.0,2,2,0,1,3.0,3,100.0,0,0,0,0,2,5,2,0,Midfielder,Forward
Fran Vieites,ESP,Betis,es La Liga,24 years,3.5,1.0,0,1,0,0,1.0,1,100.0,0,0,0,0,0,1,2,1,Goalkeeper,
Jonathan Viera,ESP,Las Palmas,es La Liga,33 years,6.9,6.0,3,1,2,3,1.0,9,11.1,8,0,0,0,0,6,1,0,Midfielder,Forward
Jonathan Viera,ESP,Almería,es La Liga,33 years,10.1,19.0,9,6,9,4,10.0,19,52.6,9,4,0,4,4,23,1,0,Midfielder,
Emanuel Vignato,ITA,Salernitana,it Serie A,22 years,3.5,10.0,7,4,5,1,5.0,6,83.3,1,1,0,1,1,11,7,0,Midfielder,Forward
Samuele Vignato,ITA,Monza,it Serie A,19 years,3.8,6.0,4,2,3,1,2.0,3,66.7,1,2,0,2,1,7,1,0,Midfielder,Forward
Oscar Vilhelmsson,SWE,Darmstadt 98,de Bundesliga,19 years,15.3,13.0,6,3,7,3,7.0,10,70.0,3,15,5,10,3,16,19,0,Forward,Midfielder
Toni Villa,ESP,Girona,es La Liga,28 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Asier Villalibre,ESP,Athletic Club,es La Liga,25 years,5.7,2.0,1,0,0,2,2.0,2,100.0,0,2,1,1,0,2,6,0,Forward,
Gonzalo Villar,ESP,Granada,es La Liga,25 years,20.0,51.0,33,26,20,5,26.0,41,63.4,15,32,10,22,6,57,26,1,Midfielder,
Iván Villar,ESP,Celta Vigo,es La Liga,26 years,11.3,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,6,0,Goalkeeper,
Matías Viña,URU,Sassuolo,it Serie A,25 years,11.3,34.0,21,22,7,5,20.0,36,55.6,16,12,2,10,9,43,34,0,Defender,
Rúben Vinagre,POR,Hellas Verona,it Serie A,24 years,3.1,4.0,2,1,1,2,3.0,4,75.0,1,6,3,3,1,5,4,0,Defender,Forward
Carlos Vinícius,BRA,Fulham,eng Premier League,28 years,3.5,3.0,2,0,1,2,0.0,4,0.0,4,4,0,4,0,3,1,0,Forward,
Nicolas Viola,ITA,Cagliari,it Serie A,33 years,13.4,13.0,9,2,8,3,7.0,17,41.2,10,9,0,9,2,15,6,0,Midfielder,Forward
Alan Virginius,FRA,Lille,fr Ligue 1,20 years,0.8,1.0,1,1,0,0,0.0,1,0.0,1,0,0,0,0,1,0,0,Forward,
Alan Virginius,FRA,Clermont Foot,fr Ligue 1,20 years,10.4,9.0,5,4,4,1,4.0,11,36.4,7,7,0,7,3,12,7,0,Forward,
Ricardo Visus,ESP,Betis,es La Liga,22 years,1.8,2.0,2,1,1,0,2.0,2,100.0,0,2,2,0,2,4,9,1,Defender,
Mattia Viti,ITA,Sassuolo,it Serie A,21 years,10.9,24.0,15,14,7,3,10.0,22,45.5,12,20,10,10,10,34,44,0,Defender,
Vitinha,POR,Genoa,it Serie A,23 years,3.2,2.0,2,1,0,1,1.0,2,50.0,1,2,0,2,0,2,2,0,Forward,Midfielder
Vitinha,POR,Marseille,fr Ligue 1,23 years,10.3,14.0,8,3,5,6,3.0,12,25.0,9,11,2,9,5,19,8,0,Forward,
Vitinha,POR,Paris S-G,fr Ligue 1,23 years,23.6,39.0,24,12,16,11,16.0,48,33.3,32,29,11,18,23,62,30,2,Midfielder,
Vitinho,BRA,Burnley,eng Premier League,24 years,25.7,64.0,34,36,22,6,43.0,86,50.0,43,44,6,38,12,76,47,4,Defender,Midfielder
Daniel Vivian,ESP,Athletic Club,es La Liga,24 years,32.0,42.0,28,29,11,2,28.0,45,62.2,17,49,25,24,31,73,104,0,Defender,
Odisseas Vlachodimos,GRE,Nottingham Forest,eng Premier League,29 years,5.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,1,0,Goalkeeper,
Dušan Vlahović,SRB,Juventus,it Serie A,23 years,25.6,9.0,5,0,6,3,4.0,11,36.4,7,4,2,2,1,10,11,0,Forward,
Nikola Vlašić,CRO,Torino,it Serie A,25 years,29.0,28.0,16,6,14,8,4.0,30,13.3,26,26,7,19,11,39,16,0,Midfielder,Forward
Alessandro Vogliacco,ITA,Genoa,it Serie A,24 years,13.0,23.0,15,14,8,1,12.0,15,80.0,3,16,10,6,30,53,40,1,Defender,
Kevin Vogt,GER,Hoffenheim,de Bundesliga,31 years,14.7,14.0,10,7,7,0,8.0,13,61.5,5,16,13,3,9,23,54,0,Defender,
Kevin Vogt,GER,Union Berlin,de Bundesliga,31 years,14.7,10.0,9,6,4,0,6.0,12,50.0,6,22,15,7,7,17,72,2,Defender,
Mërgim Vojvoda,KVX,Torino,it Serie A,28 years,15.3,17.0,8,7,6,4,11.0,16,68.8,5,12,2,10,13,30,28,0,Defender,
Kevin Volland,GER,Union Berlin,de Bundesliga,31 years,14.9,22.0,9,8,8,6,8.0,20,40.0,12,8,0,8,6,28,12,0,Forward,Midfielder
Cristian Volpato,ITA,Sassuolo,it Serie A,19 years,7.2,16.0,8,9,6,1,9.0,25,36.0,16,7,0,7,1,17,5,0,Midfielder,Forward
Aster Vranckx,BEL,Wolfsburg,de Bundesliga,20 years,12.8,32.0,15,11,11,10,15.0,28,53.6,13,17,6,11,14,46,29,0,Midfielder,
Stefan de Vrij,NED,Inter,it Serie A,31 years,17.6,18.0,13,13,4,1,8.0,15,53.3,7,22,10,12,24,42,51,0,Defender,
Elye Wahi,FRA,Montpellier,fr Ligue 1,20 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Elye Wahi,FRA,Lens,fr Ligue 1,20 years,18.8,6.0,4,1,3,2,2.0,10,20.0,8,5,1,4,3,9,3,0,Forward,
Walace,BRA,Udinese,it Serie A,28 years,36.0,66.0,43,40,26,0,36.0,77,46.8,41,43,6,37,43,109,66,1,Midfielder,
Luca Waldschmidt,GER,Köln,de Bundesliga,27 years,12.7,19.0,12,4,12,3,5.0,16,31.3,11,18,3,15,6,25,8,1,Midfielder,Forward
Kyle Walker,ENG,Manchester City,eng Premier League,33 years,30.7,38.0,24,19,17,2,19.0,39,48.7,20,19,6,13,27,65,40,1,Defender,
Sebastian Walukiewicz,POL,Empoli,it Serie A,23 years,22.8,39.0,28,33,6,0,28.0,41,68.3,13,50,31,19,15,54,121,0,Defender,
Aaron Wan-Bissaka,ENG,Manchester Utd,eng Premier League,25 years,19.8,42.0,25,18,20,4,19.0,26,73.1,7,29,15,14,41,83,68,1,Defender,
Joel Ward,ENG,Crystal Palace,eng Premier League,33 years,22.0,45.0,28,26,18,1,30.0,47,63.8,17,17,10,7,14,59,94,1,Defender,
James Ward-Prowse,ENG,West Ham,eng Premier League,28 years,33.3,45.0,29,14,23,8,18.0,44,40.9,26,31,9,22,38,83,49,0,Midfielder,
Lewis Warrington,ENG,Everton,eng Premier League,20 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Deivid Washington,BRA,Chelsea,eng Premier League,18 years,0.1,1.0,1,1,0,0,0.0,1,0.0,1,0,0,0,0,1,0,0,Defender,Forward
Kjell-Arik Wätjen,GER,Dortmund,de Bundesliga,17 years,1.2,3.0,2,2,1,0,2.0,5,40.0,3,1,1,0,0,3,3,0,Midfielder,Forward
Ollie Watkins,ENG,Aston Villa,eng Premier League,27 years,35.7,12.0,7,0,5,7,5.0,11,45.5,6,26,4,22,4,16,20,0,Forward,
Timothy Weah,USA,Juventus,it Serie A,23 years,14.0,27.0,20,16,8,3,15.0,20,75.0,5,12,1,11,5,32,15,0,Defender,Forward
Adam Webster,ENG,Brighton,eng Premier League,28 years,12.7,14.0,12,8,5,1,6.0,18,33.3,12,16,12,4,16,30,43,1,Defender,
Wout Weghorst,NED,Hoffenheim,de Bundesliga,30 years,22.0,13.0,6,4,7,2,9.0,15,60.0,6,25,8,17,6,19,24,0,Forward,
Julian Weigl,GER,Gladbach,de Bundesliga,27 years,30.7,66.0,40,28,32,6,41.0,67,61.2,26,47,14,33,48,114,61,1,Midfielder,
Nelson Weiper,GER,Mainz 05,de Bundesliga,18 years,1.4,2.0,1,2,0,0,2.0,3,66.7,1,1,0,1,1,3,0,0,Forward,Midfielder
Mitchell Weiser,GER,Werder Bremen,de Bundesliga,29 years,29.3,64.0,38,29,25,10,31.0,53,58.5,22,36,6,30,20,84,43,0,Defender,Midfielder
Noah Weißhaupt,GER,Freiburg,de Bundesliga,21 years,8.4,9.0,4,6,0,3,5.0,11,45.5,6,8,1,7,8,17,12,0,Defender,Forward
Shon Weissman,ISR,Salernitana,it Serie A,27 years,5.5,4.0,3,2,0,2,0.0,4,0.0,4,2,1,1,3,7,4,0,Forward,Defender
Shon Weissman,ISR,Granada,es La Liga,27 years,0.9,1.0,1,0,0,1,1.0,4,25.0,3,3,0,3,0,1,1,0,Forward,
Danny Welbeck,ENG,Brighton,eng Premier League,32 years,18.8,35.0,17,9,17,9,10.0,17,58.8,7,12,0,12,9,44,17,1,Forward,Midfielder
Timo Werner,GER,Tottenham,eng Premier League,27 years,9.0,7.0,4,3,4,0,5.0,18,27.8,13,12,0,12,3,10,2,0,Forward,
Timo Werner,GER,RB Leipzig,de Bundesliga,27 years,2.3,2.0,1,0,1,1,0.0,0,,0,1,0,1,1,3,0,0,Forward,Midfielder
Adam Wharton,ENG,Crystal Palace,eng Premier League,19 years,14.4,48.0,32,18,22,8,23.0,46,50.0,23,17,3,14,20,68,24,1,Midfielder,
Ethan Wheatley,ENG,Manchester Utd,eng Premier League,17 years,0.2,1.0,1,0,1,0,1.0,1,100.0,0,2,0,2,2,3,0,0,Forward,
Ben White,ENG,Arsenal,eng Premier League,25 years,33.2,48.0,28,20,22,6,26.0,58,44.8,32,48,22,26,32,80,77,1,Defender,
Joe White,ENG,Newcastle Utd,eng Premier League,20 years,0.1,1.0,1,1,0,0,0.0,0,,0,0,0,0,0,1,0,0,Midfielder,
Silvan Widmer,SUI,Mainz 05,de Bundesliga,30 years,13.8,23.0,10,12,8,3,17.0,28,60.7,11,18,5,13,16,39,37,0,Defender,
Mateusz Wieteska,POL,Cagliari,it Serie A,26 years,10.7,14.0,11,9,3,2,3.0,10,30.0,7,10,5,5,14,28,48,0,Defender,
