Player,Nation,Squad,Comp,Age,90s,SCA,SCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,GCA,GCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,Position 1,Position 2
Mike Trésor,BEL,Burnley,eng Premier League,24 years,4.7,10,2.14,4.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Manu Trigueros,ESP,Villarreal,es La Liga,31 years,3.4,8,2.33,6.0,2.0,0.0,0.0,0.0,0.0,1,0.29,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Christopher Trimmel,AUT,Union Berlin,de Bundesliga,36 years,18.3,57,3.11,29.0,27.0,0.0,0.0,1.0,0.0,2,0.11,0.0,2.0,0.0,0.0,0.0,0.0,Defender,
Kieran Trippier,ENG,Newcastle Utd,eng Premier League,32 years,24.8,101,4.07,68.0,28.0,1.0,0.0,2.0,2.0,11,0.44,7.0,3.0,0.0,0.0,0.0,1.0,Defender,
Leandro Trossard,BEL,Arsenal,eng Premier League,28 years,18.3,65,3.55,46.0,3.0,7.0,5.0,4.0,0.0,6,0.33,1.0,1.0,2.0,0.0,2.0,0.0,Forward,Midfielder
Adrien Truffert,FRA,Rennes,fr Ligue 1,21 years,23.8,38,1.59,27.0,0.0,4.0,2.0,5.0,0.0,3,0.13,1.0,0.0,0.0,1.0,1.0,0.0,Defender,
Auston Trusty,USA,Sheffield Utd,eng Premier League,24 years,28.6,16,0.56,11.0,2.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Kostas Tsimikas,GRE,Liverpool,eng Premier League,27 years,7.5,32,4.24,20.0,9.0,0.0,0.0,2.0,1.0,2,0.27,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Viktor Tsyhankov,UKR,Girona,es La Liga,25 years,22.8,73,3.21,52.0,10.0,3.0,4.0,1.0,3.0,13,0.57,11.0,2.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Stefano Turati,ITA,Frosinone,it Serie A,21 years,30.5,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Matt Turner,USA,Nottingham Forest,eng Premier League,29 years,17.0,4,0.24,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Beñat Turrientes,ESP,Real Sociedad,es La Liga,21 years,18.7,29,1.55,22.0,0.0,2.0,3.0,1.0,1.0,2,0.11,1.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Tuta,BRA,Eintracht Frankfurt,de Bundesliga,24 years,28.9,35,1.21,26.0,2.0,0.0,6.0,1.0,0.0,3,0.1,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Destiny Udogie,ITA,Tottenham,eng Premier League,20 years,26.6,57,2.15,51.0,0.0,4.0,2.0,0.0,0.0,7,0.26,6.0,0.0,0.0,1.0,0.0,0.0,Defender,
Matthieu Udol,FRA,Metz,fr Ligue 1,27 years,30.0,54,1.8,42.0,2.0,1.0,3.0,5.0,1.0,3,0.1,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Manuel Ugarte Ribeiro,URU,Paris S-G,fr Ligue 1,22 years,21.5,38,1.77,31.0,0.0,3.0,0.0,3.0,1.0,5,0.23,3.0,0.0,1.0,0.0,1.0,0.0,Midfielder,
Lesley Ugochukwu,FRA,Chelsea,eng Premier League,19 years,3.3,5,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Lukas Ullrich,GER,Gladbach,de Bundesliga,19 years,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Sven Ulreich,GER,Bayern Munich,de Bundesliga,34 years,11.0,1,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Samuel Umtiti,FRA,Lille,fr Ligue 1,29 years,2.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Enes Ünal,TUR,Bournemouth,eng Premier League,26 years,3.6,12,3.28,4.0,0.0,1.0,5.0,1.0,1.0,3,0.82,1.0,0.0,0.0,2.0,0.0,0.0,Forward,Midfielder
Enes Ünal,TUR,Getafe,es La Liga,26 years,1.6,5,3.21,4.0,0.0,0.0,0.0,1.0,0.0,1,0.64,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Deniz Undav,GER,Stuttgart,de Bundesliga,27 years,23.2,103,4.44,79.0,0.0,10.0,6.0,6.0,2.0,17,0.73,15.0,0.0,1.0,1.0,0.0,0.0,Forward,Midfielder
Dayot Upamecano,FRA,Bayern Munich,de Bundesliga,24 years,19.6,27,1.38,26.0,0.0,0.0,0.0,1.0,0.0,3,0.15,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Kacper Urbanski,POL,Bologna,it Serie A,18 years,10.3,35,3.4,24.0,5.0,3.0,3.0,0.0,0.0,1,0.1,0.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Mark Uth,GER,Köln,de Bundesliga,31 years,4.1,25,6.05,12.0,5.0,1.0,4.0,2.0,1.0,1,0.24,0.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Myrto Uzuni,ALB,Granada,es La Liga,28 years,27.2,33,1.21,24.0,0.0,1.0,5.0,2.0,1.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Forward,
Josha Vagnoman,GER,Stuttgart,de Bundesliga,22 years,13.1,21,1.6,15.0,1.0,0.0,3.0,1.0,1.0,4,0.3,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Óscar Valentín,ESP,Rayo Vallecano,es La Liga,28 years,29.9,42,1.4,33.0,1.0,2.0,2.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Emanuele Valeri,ITA,Frosinone,it Serie A,24 years,13.1,37,2.83,28.0,4.0,0.0,1.0,2.0,2.0,2,0.15,1.0,0.0,0.0,0.0,1.0,0.0,Defender,
Martin Valjent,SVK,Mallorca,es La Liga,27 years,26.1,23,0.88,17.0,2.0,1.0,2.0,0.0,1.0,2,0.08,1.0,1.0,0.0,0.0,0.0,0.0,Defender,
Jesús Vallejo,ESP,Granada,es La Liga,26 years,1.2,1,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Álvaro Vallés,ESP,Las Palmas,es La Liga,26 years,36.3,6,0.17,6.0,0.0,0.0,0.0,0.0,0.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Federico Valverde,URU,Real Madrid,es La Liga,25 years,32.3,119,3.69,110.0,0.0,3.0,3.0,1.0,2.0,14,0.43,12.0,0.0,0.0,2.0,0.0,0.0,Midfielder,
Kévin Van Den Kerkhof,ALG,Metz,fr Ligue 1,27 years,21.3,38,1.79,23.0,9.0,1.0,1.0,2.0,2.0,5,0.24,5.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Siebe Van Der Heyden,BEL,Mallorca,es La Liga,25 years,3.2,3,0.94,2.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Virgil van Dijk,NED,Liverpool,eng Premier League,32 years,35.3,59,1.67,54.0,0.0,0.0,5.0,0.0,0.0,4,0.11,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Vanderson,BRA,Monaco,fr Ligue 1,22 years,18.2,42,2.3,32.0,3.0,2.0,4.0,0.0,1.0,4,0.22,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Raphaël Varane,FRA,Manchester Utd,eng Premier League,30 years,15.3,16,1.05,13.0,1.0,0.0,2.0,0.0,0.0,2,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Ruben Vargas,SUI,Augsburg,de Bundesliga,24 years,21.8,69,3.17,49.0,7.0,4.0,5.0,4.0,0.0,7,0.32,6.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Johan Vásquez,MEX,Genoa,it Serie A,24 years,31.7,39,1.23,21.0,1.0,4.0,8.0,5.0,0.0,4,0.13,2.0,0.0,0.0,2.0,0.0,0.0,Defender,
José Luis García Vayá,ESP,Valencia,es La Liga,24 years,36.7,124,3.38,79.0,34.0,1.0,5.0,3.0,2.0,8,0.22,8.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Borja Vázquez,ESP,Cádiz,es La Liga,18 years,0.0,1,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Jesus Vazquez,ESP,Valencia,es La Liga,20 years,8.0,10,1.26,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Kevin Vázquez,ESP,Celta Vigo,es La Liga,30 years,7.8,8,1.03,6.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Lucas Vázquez,ESP,Real Madrid,es La Liga,32 years,15.8,60,3.81,47.0,1.0,4.0,3.0,4.0,1.0,11,0.7,8.0,0.0,1.0,1.0,1.0,0.0,Defender,
Matías Vecino,URU,Lazio,it Serie A,31 years,12.8,26,2.03,23.0,0.0,0.0,2.0,0.0,1.0,2,0.16,1.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Gabriel Veiga,ESP,Celta Vigo,es La Liga,21 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Alejo Véliz,ARG,Tottenham,eng Premier League,19 years,0.6,1,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Alejo Véliz,ARG,Sevilla,es La Liga,19 years,0.4,1,2.57,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Miloš Veljković,SRB,Werder Bremen,de Bundesliga,27 years,21.3,14,0.66,14.0,0.0,0.0,0.0,0.0,0.0,3,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Joël Veltman,NED,Brighton,eng Premier League,31 years,17.6,18,1.02,12.0,2.0,0.0,0.0,3.0,1.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Micky van de Ven,NED,Tottenham,eng Premier League,22 years,26.0,11,0.42,9.0,0.0,1.0,0.0,1.0,0.0,1,0.04,0.0,0.0,1.0,0.0,0.0,0.0,Defender,
Lorenzo Venuti,ITA,Lecce,it Serie A,28 years,4.0,8,1.98,7.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Bart Verbruggen,NED,Brighton,eng Premier League,20 years,21.0,3,0.14,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Simone Verdi,ITA,Torino,it Serie A,31 years,0.0,1,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Jordan Veretout,FRA,Marseille,fr Ligue 1,30 years,24.3,94,3.88,69.0,19.0,2.0,3.0,1.0,0.0,12,0.49,10.0,1.0,0.0,1.0,0.0,0.0,Midfielder,
Arthur Vermeeren,BEL,Atlético Madrid,es La Liga,18 years,1.8,4,2.24,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Yorbe Vertessen,BEL,Union Berlin,de Bundesliga,22 years,6.6,19,2.88,16.0,0.0,3.0,0.0,0.0,0.0,3,0.46,2.0,0.0,1.0,0.0,0.0,0.0,Forward,Midfielder
Mikel Vesga,ESP,Athletic Club,es La Liga,30 years,17.0,25,1.46,22.0,0.0,0.0,1.0,0.0,2.0,2,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Guglielmo Vicario,ITA,Tottenham,eng Premier League,26 years,38.0,2,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Carlos Vicente,ESP,Alavés,es La Liga,24 years,12.4,48,3.87,26.0,13.0,4.0,2.0,3.0,0.0,5,0.4,3.0,1.0,1.0,0.0,0.0,0.0,Forward,
Nacho Vidal,ESP,Osasuna,es La Liga,28 years,1.1,1,0.94,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Nacho Vidal,ESP,Mallorca,es La Liga,28 years,4.6,9,1.95,6.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Fabio Vieira,POR,Arsenal,eng Premier League,23 years,3.3,12,3.64,7.0,1.0,0.0,1.0,3.0,0.0,5,1.52,1.0,1.0,0.0,0.0,3.0,0.0,Midfielder,Forward
Fran Vieites,ESP,Betis,es La Liga,24 years,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Jonathan Viera,ESP,Las Palmas,es La Liga,33 years,6.9,30,4.37,26.0,2.0,1.0,0.0,1.0,0.0,1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Jonathan Viera,ESP,Almería,es La Liga,33 years,10.1,47,4.63,41.0,1.0,2.0,0.0,1.0,2.0,6,0.59,6.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Emanuel Vignato,ITA,Salernitana,it Serie A,22 years,3.5,7,2.03,6.0,0.0,0.0,0.0,0.0,1.0,1,0.29,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Samuele Vignato,ITA,Monza,it Serie A,19 years,3.8,11,2.89,7.0,2.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Oscar Vilhelmsson,SWE,Darmstadt 98,de Bundesliga,19 years,15.3,30,1.97,20.0,0.0,1.0,6.0,2.0,1.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Toni Villa,ESP,Girona,es La Liga,28 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Asier Villalibre,ESP,Athletic Club,es La Liga,25 years,5.7,16,2.81,15.0,0.0,1.0,0.0,0.0,0.0,1,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Forward,
Gonzalo Villar,ESP,Granada,es La Liga,25 years,20.0,50,2.52,30.0,2.0,4.0,3.0,8.0,3.0,8,0.4,6.0,0.0,0.0,0.0,1.0,1.0,Midfielder,
Iván Villar,ESP,Celta Vigo,es La Liga,26 years,11.3,2,0.18,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Matías Viña,URU,Sassuolo,it Serie A,25 years,11.3,33,2.93,24.0,2.0,3.0,1.0,2.0,1.0,6,0.53,5.0,0.0,0.0,1.0,0.0,0.0,Defender,
Rúben Vinagre,POR,Hellas Verona,it Serie A,24 years,3.1,9,2.86,8.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Carlos Vinícius,BRA,Fulham,eng Premier League,28 years,3.5,9,2.57,8.0,0.0,1.0,0.0,0.0,0.0,1,0.29,1.0,0.0,0.0,0.0,0.0,0.0,Forward,
Nicolas Viola,ITA,Cagliari,it Serie A,33 years,13.4,64,4.78,27.0,27.0,2.0,2.0,5.0,1.0,4,0.3,1.0,2.0,0.0,0.0,0.0,1.0,Midfielder,Forward
Alan Virginius,FRA,Lille,fr Ligue 1,20 years,0.8,2,2.54,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Alan Virginius,FRA,Clermont Foot,fr Ligue 1,20 years,10.4,21,2.02,15.0,2.0,1.0,2.0,1.0,0.0,3,0.29,2.0,0.0,0.0,0.0,1.0,0.0,Forward,
Ricardo Visus,ESP,Betis,es La Liga,22 years,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Mattia Viti,ITA,Sassuolo,it Serie A,21 years,10.9,7,0.64,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Vitinha,POR,Genoa,it Serie A,23 years,3.2,8,2.53,3.0,1.0,1.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Vitinha,POR,Marseille,fr Ligue 1,23 years,10.3,37,3.61,23.0,0.0,5.0,3.0,4.0,2.0,6,0.59,3.0,0.0,1.0,2.0,0.0,0.0,Forward,
Vitinha,POR,Paris S-G,fr Ligue 1,23 years,23.6,79,3.34,68.0,7.0,2.0,0.0,2.0,0.0,14,0.59,12.0,1.0,0.0,0.0,1.0,0.0,Midfielder,
Vitinho,BRA,Burnley,eng Premier League,24 years,25.7,44,1.71,33.0,2.0,4.0,3.0,1.0,1.0,6,0.23,5.0,0.0,0.0,0.0,1.0,0.0,Defender,Midfielder
Daniel Vivian,ESP,Athletic Club,es La Liga,24 years,32.0,24,0.75,20.0,0.0,0.0,3.0,1.0,0.0,2,0.06,1.0,0.0,0.0,0.0,1.0,0.0,Defender,
Odisseas Vlachodimos,GRE,Nottingham Forest,eng Premier League,29 years,5.0,1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Dušan Vlahović,SRB,Juventus,it Serie A,23 years,25.6,73,2.85,49.0,1.0,5.0,15.0,2.0,1.0,9,0.35,6.0,0.0,0.0,3.0,0.0,0.0,Forward,
Nikola Vlašić,CRO,Torino,it Serie A,25 years,29.0,95,3.28,78.0,0.0,3.0,9.0,1.0,4.0,8,0.28,7.0,0.0,1.0,0.0,0.0,0.0,Midfielder,Forward
Alessandro Vogliacco,ITA,Genoa,it Serie A,24 years,13.0,23,1.77,19.0,3.0,0.0,0.0,1.0,0.0,3,0.23,2.0,0.0,0.0,0.0,1.0,0.0,Defender,
Kevin Vogt,GER,Hoffenheim,de Bundesliga,31 years,14.7,23,1.57,23.0,0.0,0.0,0.0,0.0,0.0,4,0.27,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Kevin Vogt,GER,Union Berlin,de Bundesliga,31 years,14.7,10,0.68,10.0,0.0,0.0,0.0,0.0,0.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Mërgim Vojvoda,KVX,Torino,it Serie A,28 years,15.3,38,2.48,34.0,3.0,1.0,0.0,0.0,0.0,4,0.26,2.0,2.0,0.0,0.0,0.0,0.0,Defender,
Kevin Volland,GER,Union Berlin,de Bundesliga,31 years,14.9,47,3.15,32.0,7.0,1.0,5.0,1.0,1.0,5,0.33,3.0,1.0,0.0,1.0,0.0,0.0,Forward,Midfielder
Cristian Volpato,ITA,Sassuolo,it Serie A,19 years,7.2,35,4.9,21.0,6.0,6.0,2.0,0.0,0.0,2,0.28,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Aster Vranckx,BEL,Wolfsburg,de Bundesliga,20 years,12.8,11,0.86,9.0,0.0,0.0,1.0,1.0,0.0,2,0.16,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Stefan de Vrij,NED,Inter,it Serie A,31 years,17.6,9,0.51,7.0,0.0,0.0,1.0,0.0,1.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Elye Wahi,FRA,Montpellier,fr Ligue 1,20 years,0.2,1,6.92,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Elye Wahi,FRA,Lens,fr Ligue 1,20 years,18.8,41,2.18,23.0,1.0,3.0,6.0,5.0,3.0,3,0.16,1.0,1.0,0.0,1.0,0.0,0.0,Forward,
Walace,BRA,Udinese,it Serie A,28 years,36.0,57,1.58,46.0,1.0,0.0,5.0,3.0,2.0,3,0.08,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Luca Waldschmidt,GER,Köln,de Bundesliga,27 years,12.7,42,3.3,25.0,3.0,1.0,9.0,3.0,1.0,3,0.24,0.0,0.0,0.0,2.0,1.0,0.0,Midfielder,Forward
Kyle Walker,ENG,Manchester City,eng Premier League,33 years,30.7,62,2.02,57.0,1.0,1.0,1.0,2.0,0.0,11,0.36,9.0,0.0,1.0,1.0,0.0,0.0,Defender,
Sebastian Walukiewicz,POL,Empoli,it Serie A,23 years,22.8,14,0.61,9.0,0.0,2.0,1.0,1.0,1.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Aaron Wan-Bissaka,ENG,Manchester Utd,eng Premier League,25 years,19.8,26,1.31,24.0,1.0,0.0,0.0,1.0,0.0,3,0.15,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Joel Ward,ENG,Crystal Palace,eng Premier League,33 years,22.0,16,0.73,13.0,2.0,0.0,1.0,0.0,0.0,3,0.14,2.0,1.0,0.0,0.0,0.0,0.0,Defender,
James Ward-Prowse,ENG,West Ham,eng Premier League,28 years,33.3,116,3.48,57.0,51.0,1.0,4.0,1.0,2.0,16,0.48,7.0,7.0,0.0,2.0,0.0,0.0,Midfielder,
Lewis Warrington,ENG,Everton,eng Premier League,20 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Deivid Washington,BRA,Chelsea,eng Premier League,18 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Kjell-Arik Wätjen,GER,Dortmund,de Bundesliga,17 years,1.2,3,2.57,3.0,0.0,0.0,0.0,0.0,0.0,1,0.86,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Ollie Watkins,ENG,Aston Villa,eng Premier League,27 years,35.7,100,2.8,70.0,0.0,7.0,18.0,4.0,1.0,26,0.73,15.0,0.0,2.0,7.0,2.0,0.0,Forward,
Timothy Weah,USA,Juventus,it Serie A,23 years,14.0,30,2.15,25.0,1.0,0.0,2.0,2.0,0.0,2,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Adam Webster,ENG,Brighton,eng Premier League,28 years,12.7,14,1.1,13.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Wout Weghorst,NED,Hoffenheim,de Bundesliga,30 years,22.0,71,3.23,64.0,0.0,0.0,2.0,5.0,0.0,5,0.23,5.0,0.0,0.0,0.0,0.0,0.0,Forward,
Julian Weigl,GER,Gladbach,de Bundesliga,27 years,30.7,52,1.69,42.0,2.0,3.0,1.0,1.0,3.0,5,0.16,5.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Nelson Weiper,GER,Mainz 05,de Bundesliga,18 years,1.4,3,2.18,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Mitchell Weiser,GER,Werder Bremen,de Bundesliga,29 years,29.3,89,3.04,61.0,3.0,11.0,6.0,6.0,2.0,16,0.55,13.0,0.0,1.0,2.0,0.0,0.0,Defender,Midfielder
Noah Weißhaupt,GER,Freiburg,de Bundesliga,21 years,8.4,32,3.8,26.0,0.0,0.0,1.0,5.0,0.0,5,0.59,3.0,0.0,0.0,0.0,2.0,0.0,Defender,Forward
Shon Weissman,ISR,Salernitana,it Serie A,27 years,5.5,3,0.55,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Defender
Shon Weissman,ISR,Granada,es La Liga,27 years,0.9,2,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Danny Welbeck,ENG,Brighton,eng Premier League,32 years,18.8,71,3.77,52.0,0.0,3.0,11.0,5.0,0.0,7,0.37,3.0,0.0,0.0,2.0,2.0,0.0,Forward,Midfielder
Timo Werner,GER,Tottenham,eng Premier League,27 years,9.0,34,3.78,25.0,0.0,4.0,4.0,1.0,0.0,7,0.78,7.0,0.0,0.0,0.0,0.0,0.0,Forward,
Timo Werner,GER,RB Leipzig,de Bundesliga,27 years,2.3,8,3.46,7.0,0.0,1.0,0.0,0.0,0.0,1,0.43,0.0,0.0,1.0,0.0,0.0,0.0,Forward,Midfielder
Adam Wharton,ENG,Crystal Palace,eng Premier League,19 years,14.4,37,2.57,30.0,7.0,0.0,0.0,0.0,0.0,5,0.35,5.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Ethan Wheatley,ENG,Manchester Utd,eng Premier League,17 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Ben White,ENG,Arsenal,eng Premier League,25 years,33.2,86,2.59,76.0,5.0,1.0,2.0,0.0,2.0,7,0.21,6.0,0.0,0.0,1.0,0.0,0.0,Defender,
Joe White,ENG,Newcastle Utd,eng Premier League,20 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Silvan Widmer,SUI,Mainz 05,de Bundesliga,30 years,13.8,30,2.17,24.0,3.0,0.0,3.0,0.0,0.0,3,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Mateusz Wieteska,POL,Cagliari,it Serie A,26 years,10.7,9,0.84,8.0,0.0,0.0,0.0,0.0,1.0,1,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Mateusz Wieteska,POL,Clermont Foot,fr Ligue 1,26 years,1.9,1,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Iñaki Williams,GHA,Athletic Club,es La Liga,29 years,31.6,104,3.29,77.0,0.0,12.0,5.0,8.0,2.0,9,0.28,7.0,0.0,1.0,0.0,1.0,0.0,Forward,
Neco Williams,WAL,Nottingham Forest,eng Premier League,22 years,18.2,31,1.7,23.0,1.0,1.0,4.0,1.0,1.0,4,0.22,3.0,0.0,1.0,0.0,0.0,0.0,Defender,
Nico Williams,ESP,Athletic Club,es La Liga,21 years,25.1,121,4.81,72.0,18.0,19.0,6.0,6.0,0.0,24,0.95,15.0,2.0,4.0,1.0,2.0,0.0,Forward,
Willian,BRA,Fulham,eng Premier League,34 years,22.8,111,4.87,81.0,15.0,4.0,9.0,2.0,0.0,10,0.44,10.0,0.0,0.0,0.0,0.0,0.0,Forward,
Joe Willock,ENG,Newcastle Utd,eng Premier League,23 years,4.7,13,2.8,11.0,0.0,0.0,2.0,0.0,0.0,1,0.22,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Callum Wilson,ENG,Newcastle Utd,eng Premier League,31 years,11.0,22,2.0,12.0,0.0,4.0,5.0,1.0,0.0,4,0.36,2.0,0.0,1.0,1.0,0.0,0.0,Forward,
